364.37499 190.4 0.3
365.37497 188.4 0.3
366.37505 188.6 0.3
367.37495 188.2 0.3
368.41663 188.8 0.3
369.37515 188.8 0.3
370.37517 187.2 0.3
371.41641 187.2 0.3
372.37517 186.4 0.3
373.37506 187.0 0.3
374.41618 186.4 0.3
375.37502 186.0 0.3
376.41645 185.8 0.3
377.41659 185.8 0.3
379.41682 187.6 0.3
382.41682 187.4 0.3
383.41639 186.2 0.3
384.37490 186.8 0.3
385.37514 184.8 0.3
386.37502 184.6 0.3
387.37509 185.4 0.3
388.41616 186.2 0.3
389.37500 185.2 0.3
390.41646 183.8 0.3
391.41647 184.0 0.3
392.45802 184.0 0.3
393.37505 184.2 0.3
394.37505 182.6 0.3
395.37509 183.2 0.3
396.37510 182.6 0.3
397.41624 182.0 0.3
398.49959 181.4 0.3
399.41664 182.2 0.3
400.41678 181.0 0.3
401.41675 181.8 0.3
402.45787 181.6 0.3
403.41675 180.8 0.3
404.41645 181.2 0.3
405.41671 179.8 0.3
406.41678 180.8 0.3
407.41672 179.6 0.3
408.41628 179.4 0.3
409.41668 181.8 0.3
410.41667 180.2 0.3
411.45828 178.6 0.3
412.41627 178.4 0.3
417.41672 182.0 0.3
418.41677 179.0 0.3
420.45782 178.8 0.3
421.45786 177.8 0.3
422.41671 176.8 0.3
423.41671 176.2 0.3
424.41681 176.4 0.3
425.41653 176.8 0.3
426.45833 175.8 0.3
427.45786 177.2 0.3
428.41677 175.6 0.3
429.41656 175.4 0.3
430.45809 175.8 0.3
431.49978 174.6 0.3
432.49975 174.0 0.3
433.45796 174.0 0.3
434.41678 174.6 0.3
435.45817 174.2 0.3
436.41666 174.4 0.3
437.41669 173.8 0.3
438.41671 172.6 0.3
443.45782 174.6 0.3
444.45807 173.4 0.3
447.45818 172.0 0.3
449.45804 172.4 0.3
450.41667 171.6 0.3
451.54141 171.0 0.3
452.45824 171.8 0.3
453.54174 171.0 0.3
454.49981 170.8 0.3
455.45799 171.4 0.3
461.41682 171.0 0.3
462.45848 170.6 0.3
463.49970 169.2 0.3
464.45818 169.4 0.3
465.41668 168.6 0.3
466.41684 168.0 0.3
467.41660 168.6 0.3
468.54125 167.4 0.3
469.45824 167.4 0.3
470.49991 167.0 0.3
471.45792 167.0 0.3
472.41659 165.0 0.3
473.41678 167.4 0.3
474.49975 165.4 0.3
475.45828 166.0 0.3
476.41677 165.4 0.3
477.45837 164.8 0.3
478.45785 165.2 0.3
479.54138 164.4 0.3
